,0,1,2
50,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
51,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
52,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
53,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
54,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
55,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
56,1.7689722271360338e-05,6.817794443497529e-05,3.966679888932963e-05
57,1.7689722271360338e-05,3.4088972217487644e-05,7.933359777865926e-05
58,1.7689722271360338e-05,1.7044486108743822e-05,5.950019833399445e-05
59,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
60,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
61,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
62,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
63,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
64,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
65,1.7689722271360338e-05,5.1133458326231466e-05,7.933359777865926e-05
66,1.7689722271360338e-05,1.7044486108743822e-05,0.0001388337961126537
67,3.5379444542720676e-05,1.7044486108743822e-05,3.966679888932963e-05
68,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
69,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
70,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
71,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
72,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
73,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
74,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
75,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
76,1.7689722271360338e-05,3.4088972217487644e-05,5.950019833399445e-05
77,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
78,1.7689722271360338e-05,1.7044486108743822e-05,5.950019833399445e-05
79,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
80,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
81,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
82,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
83,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
84,1.7689722271360338e-05,6.817794443497529e-05,1.9833399444664816e-05
85,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
86,1.7689722271360338e-05,8.52224305437191e-05,7.933359777865926e-05
87,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
88,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
89,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
90,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
91,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
92,1.7689722271360338e-05,6.817794443497529e-05,7.933359777865926e-05
93,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
94,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
95,3.5379444542720676e-05,0.00011931140276120675,5.950019833399445e-05
96,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
97,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
98,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
99,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
100,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
101,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
102,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
103,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
104,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
105,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
106,3.5379444542720676e-05,3.4088972217487644e-05,3.966679888932963e-05
107,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
108,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
109,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
110,3.5379444542720676e-05,1.7044486108743822e-05,5.950019833399445e-05
111,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
112,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
113,0.00022996638952768443,0.00040906766660985173,0.0002776675922253074
114,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
115,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
116,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
117,1.7689722271360338e-05,0.00010226691665246293,5.950019833399445e-05
118,1.7689722271360338e-05,6.817794443497529e-05,3.966679888932963e-05
119,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
120,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
121,1.7689722271360338e-05,1.7044486108743822e-05,5.950019833399445e-05
122,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
123,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
124,1.7689722271360338e-05,8.52224305437191e-05,3.966679888932963e-05
125,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
126,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
127,5.306916681408102e-05,1.7044486108743822e-05,1.9833399444664816e-05
128,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
129,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
130,8.84486113568017e-05,1.7044486108743822e-05,1.9833399444664816e-05
131,5.306916681408102e-05,1.7044486108743822e-05,1.9833399444664816e-05
132,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
133,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
134,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
135,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
136,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
137,1.7689722271360338e-05,3.4088972217487644e-05,0.0001388337961126537
138,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
139,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
140,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
141,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
142,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
143,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
144,5.306916681408102e-05,6.817794443497529e-05,1.9833399444664816e-05
145,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
146,1.7689722271360338e-05,3.4088972217487644e-05,3.966679888932963e-05
147,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
148,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
149,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
150,3.5379444542720676e-05,0.00010226691665246293,5.950019833399445e-05
151,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
152,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
153,5.306916681408102e-05,1.7044486108743822e-05,1.9833399444664816e-05
154,5.306916681408102e-05,1.7044486108743822e-05,1.9833399444664816e-05
155,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
156,1.7689722271360338e-05,3.4088972217487644e-05,3.966679888932963e-05
157,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
158,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
159,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
160,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
161,1.7689722271360338e-05,6.817794443497529e-05,1.9833399444664816e-05
162,5.306916681408102e-05,0.00010226691665246293,3.966679888932963e-05
163,3.5379444542720676e-05,0.00011931140276120675,3.966679888932963e-05
164,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
165,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
166,1.7689722271360338e-05,3.4088972217487644e-05,3.966679888932963e-05
167,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
168,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
169,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
170,3.5379444542720676e-05,1.7044486108743822e-05,3.966679888932963e-05
171,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
172,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
173,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
174,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
175,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
176,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
177,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
178,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
179,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
180,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
181,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
182,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
183,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
184,1.7689722271360338e-05,1.7044486108743822e-05,0.0001388337961126537
185,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
186,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
187,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
188,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
189,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
190,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
191,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
192,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
193,1.7689722271360338e-05,8.52224305437191e-05,1.9833399444664816e-05
194,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
195,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
196,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
197,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
198,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
199,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
200,1.7689722271360338e-05,1.7044486108743822e-05,9.916699722332408e-05
201,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
202,1.7689722271360338e-05,1.7044486108743822e-05,5.950019833399445e-05
203,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
204,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
205,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
206,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
207,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
208,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
209,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
210,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
211,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
212,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
213,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
214,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
215,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
216,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
217,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
218,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
219,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
220,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
221,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
222,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
223,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
224,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
225,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
226,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
227,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
228,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
229,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
230,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
231,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
232,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
233,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
234,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
235,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
236,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
237,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
238,3.5379444542720676e-05,1.7044486108743822e-05,3.966679888932963e-05
239,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
240,3.5379444542720676e-05,5.1133458326231466e-05,1.9833399444664816e-05
241,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
242,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
243,5.306916681408102e-05,0.00010226691665246293,1.9833399444664816e-05
244,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
245,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
246,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
247,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
248,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
249,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
250,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
251,5.306916681408102e-05,1.7044486108743822e-05,3.966679888932963e-05
252,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
253,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
254,5.306916681408102e-05,1.7044486108743822e-05,1.9833399444664816e-05
255,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
256,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
257,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
258,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
259,5.306916681408102e-05,1.7044486108743822e-05,1.9833399444664816e-05
260,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
261,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
262,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
263,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
264,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
265,3.5379444542720676e-05,1.7044486108743822e-05,3.966679888932963e-05
266,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
267,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
268,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
269,1.7689722271360338e-05,5.1133458326231466e-05,3.966679888932963e-05
270,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
271,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
272,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
273,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
274,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
275,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
276,5.306916681408102e-05,1.7044486108743822e-05,1.9833399444664816e-05
277,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
278,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
279,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
280,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
281,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
282,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
283,1.7689722271360338e-05,3.4088972217487644e-05,3.966679888932963e-05
284,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
285,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
286,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
287,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
288,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
289,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
290,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
291,5.306916681408102e-05,5.1133458326231466e-05,1.9833399444664816e-05
292,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
293,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
294,5.306916681408102e-05,1.7044486108743822e-05,1.9833399444664816e-05
295,1.7689722271360338e-05,1.7044486108743822e-05,7.933359777865926e-05
296,1.7689722271360338e-05,3.4088972217487644e-05,3.966679888932963e-05
297,5.306916681408102e-05,3.4088972217487644e-05,1.9833399444664816e-05
298,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
299,1.7689722271360338e-05,6.817794443497529e-05,1.9833399444664816e-05
300,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
301,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
302,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
303,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
304,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
305,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
306,3.5379444542720676e-05,6.817794443497529e-05,1.9833399444664816e-05
307,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
308,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
309,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
310,1.7689722271360338e-05,5.1133458326231466e-05,3.966679888932963e-05
311,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
312,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
313,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
314,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
315,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
316,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
317,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
318,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
319,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
320,1.7689722271360338e-05,1.7044486108743822e-05,5.950019833399445e-05
321,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
322,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
323,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
324,3.5379444542720676e-05,5.1133458326231466e-05,1.9833399444664816e-05
325,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
326,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
327,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
328,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
329,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
330,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
331,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
332,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
333,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
334,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
335,1.7689722271360338e-05,5.1133458326231466e-05,3.966679888932963e-05
336,1.7689722271360338e-05,5.1133458326231466e-05,7.933359777865926e-05
337,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
338,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
339,5.306916681408102e-05,1.7044486108743822e-05,1.9833399444664816e-05
340,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
341,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
342,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
343,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
344,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
345,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
346,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
347,5.306916681408102e-05,1.7044486108743822e-05,1.9833399444664816e-05
348,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
349,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
350,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
351,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
352,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
353,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
354,1.7689722271360338e-05,5.1133458326231466e-05,1.9833399444664816e-05
355,1.7689722271360338e-05,3.4088972217487644e-05,5.950019833399445e-05
356,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
357,3.5379444542720676e-05,1.7044486108743822e-05,1.9833399444664816e-05
358,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
359,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
360,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
361,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
362,3.5379444542720676e-05,3.4088972217487644e-05,1.9833399444664816e-05
363,3.5379444542720676e-05,6.817794443497529e-05,5.950019833399445e-05
364,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
365,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
366,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
367,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
368,3.5379444542720676e-05,6.817794443497529e-05,1.9833399444664816e-05
369,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
370,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
371,1.7689722271360338e-05,1.7044486108743822e-05,3.966679888932963e-05
372,1.7689722271360338e-05,3.4088972217487644e-05,1.9833399444664816e-05
